"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EVFENPII","journalArticle","2008","Mesbah, Ali; van Deursen, Arie","A component- and push-based architectural style for ajax applications","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2008.04.005","http://www.sciencedirect.com/science/article/pii/S0164121208000769","A new breed of web application, dubbed ajax, is emerging in response to a limited degree of interactivity in large-grain stateless Web interactions. At the heart of this new approach lies a single page interaction model that facilitates rich interactivity. Also push-based solutions from the distributed systems are being adopted on the web for ajax applications. The field is, however, characterized by the lack of a coherent and precisely described set of architectural concepts. As a consequence, it is rather difficult to understand, assess, and compare the existing approaches. We have studied and experimented with several ajax frameworks trying to understand their architectural properties. In this paper, we summarize four of these frameworks and examine their properties and introduce the spiar architectural style which captures the essence of ajax applications. We describe the guiding software engineering principles and the constraints chosen to induce the desired properties. The style emphasizes user interface component development, intermediary delta-communication between client/server components, and push-based event notification of state changes through the components, to improve a number of properties such as user interactivity, user-perceived latency, data coherence, and ease of development. In addition, we use the concepts and principles to discuss various open issues in ajax frameworks and application development.","2008-12-01","2019-10-31 21:13:12","2019-10-31 21:13:12","2019-10-31 21:13:12","2194-2209","","12","81","","Journal of Systems and Software","","Best papers from the 2007 Australian Software Engineering Conference (ASWEC 2007), Melbourne, Australia, April 10-13, 2007","","","","","","en","","","","","ScienceDirect","","","","/Users/robbie/Zotero/storage/RL336VDW/Mesbah and van Deursen - 2008 - A component- and push-based architectural style fo.pdf; /Users/robbie/Zotero/storage/SYAW6EEC/S0164121208000769.html","","","Rich internet application; Single page interface; Web architectural style; Web engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3BDRXVB","webpage","","Lubbers, Peter; Greco, Frank","HTML5 WebSocket - A Quantum Leap in Scalability for the Web","","","","","http://www.websocket.org/quantum.html","","","2019-10-31 21:16:59","2019-10-31 21:17:15","2019-10-31 21:16:59","","","","","","","","","","","","","","","","","","","","","","","/Users/robbie/Zotero/storage/KDTWK6U9/quantum.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7FR7WBE","webpage","2020","Bellos, Alex","Can you solve it? John Horton Conway, playful maths genius","the Guardian","","","","http://www.theguardian.com/science/2020/apr/20/can-you-solve-it-john-horton-conway-playful-maths-genius","Two gems from the wizard of recreational maths","2020-04-20","2020-08-08 16:17:52","2020-08-08 16:18:15","2020-08-08 16:17:52","","","","","","","Can you solve it?","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/P96KV3FS/can-you-solve-it-john-horton-conway-playful-maths-genius.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JL57AFX6","webpage","2020","Nesbitt, Andrew","Sass: Syntactically Awesome Style Sheets","","","","","https://sass-lang.com/","","2020-08-04","2020-08-08 18:31:30","2020-08-08 18:37:17","2020-08-08 18:31:30","","","","","","","","","","","","","","","","","","","","","","","/Users/robbie/Zotero/storage/TJRPUD6Y/sass-lang.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2H5V9ARR","webpage","2019","Singh, Ashish Nandan","An intro to Webpack: what it is and how to use it","freeCodeCamp.org","","","","https://www.freecodecamp.org/news/an-intro-to-webpack-what-it-is-and-how-to-use-it-8304ecdc3c60/","by Ashish Nandan Singh Introduction Okay, so I assume you have heard of webpack — that’s why you are here, right? The real question is what do you know about it? You might know a few things about it, like how it works, or you might have absolutely no clue. Either way, I can assure you that after reading this article, you’ll likely feel comfortable enough with the whole webpack situation. After all — necessity is the mother of invention… A perfect way to say why webpack exists is the above quo","2019-01-15","2020-08-08 18:39:39","2020-08-08 18:40:03","2020-08-08 18:39:39","","","","","","","An intro to Webpack","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/PIRI6LPJ/an-intro-to-webpack-what-it-is-and-how-to-use-it-8304ecdc3c60.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQ6ES4KV","webpage","2020","O'Brien, Debbie; Montoya, Fernando; Menichelli, Jeremias; Hlushko, Eugene","Why webpack","Why webpack | webpack","","","","https://v4.webpack.js.org/concepts/why-webpack/#iifes---immediately-invoked-function-expressions","webpack is a module bundler. Its main purpose is to bundle JavaScript files for usage in a browser, yet it is also capable of transforming, bundling, or packaging just about any resource or asset., webpack is a module bundler. Its main purpose is to bundle JavaScript files for usage in a browser, yet it is also capable of transforming, bundling, or packaging just about any resource or asset.","2020-05-12","2020-08-08 18:45:46","2020-08-08 18:49:47","2020-08-08 18:45:46","","","","","","","","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/6JP3N524/why-webpack.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCBPAWV9","webpage","2020","Facebook Inc.","Introducing JSX – React","","","","","https://reactjs.org/docs/introducing-jsx.html","A JavaScript library for building user interfaces","2020-03-09","2020-08-08 20:55:02","2020-08-13 22:09:12","2020-08-08 20:55:02","","","","","","","","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/5QPUDRIT/introducing-jsx.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5ZM6MIB","webpage","2020","Miller, Jason; Hagemeister, Martin","Preact","","","","","https://preactjs.com/","Fast 3kB alternative to React with the same modern API.","2020-04-23","2020-08-09 20:37:26","2020-08-09 20:38:47","2020-08-09 20:37:26","","","","","","","","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/AUJC454L/preactjs.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"742KYFVY","webpage","2010","Driessen, Vincent","A successful Git branching model","nvie.com","","","","http://nvie.com/posts/a-successful-git-branching-model/","In this post I present a Git branching strategy for developing and releasing software as I’ve used it in many of my projects, and which has turned out to be very successful.","2010-01-05","2020-08-09 20:53:35","2020-08-09 20:54:00","2020-08-09 20:53:35","","","","","","","","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/NSIKHL9L/a-successful-git-branching-model.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWJ54N87","computerProgram","2015","Harel, Raoul","rharel/node-gol-hashlife","","","","","https://github.com/rharel/node-gol-hashlife","Hashlife algorithm for Conway's Game of Life. Contribute to rharel/node-gol-hashlife development by creating an account on GitHub.","2015-08-05","2020-08-09 21:04:49","2020-08-09 21:06:06","2020-08-09 21:04:49","","","","","","","","","","","","","","","MIT License         ,                 MIT License","","","","GitHub","","original-date: 2015-08-05T14:21:19Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CoffeeScript","","","","","","","","",""
"TL7U6R38","webpage","2020","Mozilla Contributors","Document Object Model (DOM)","MDN Web Docs","","","","https://developer.mozilla.org/en-US/docs/Web/API/Document_Object_Model","The Document Object Model (DOM) connects web pages to scripts or programming languages by representing the structure of a document—such as the HTML representing a web page—in memory.","2020-06-24","2020-08-13 22:03:59","2020-08-13 22:11:00","2020-08-13 22:03:59","","","","","","","","","","","","","","en","","","","","","","","","/Users/robbie/Zotero/storage/N5PQTKKG/Document_Object_Model.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
